0,0,0,0,0,0,1.0,1.0
0,1,1,0,0,0,0.537158080935,0
0,0,0,1,0,0,0.505780655146,0.784624524117
0,0,1,1,0,0,0.945870476961,0.945182698965
0,0,0,1,1,0,0.0782422840595,0.38912114203
0,0,1,1,1,0,0.439702904224,0.661265856028
0,1,1,1,1,0,0,0.4519585222006
0,0,0,0,0,1,0.3,0.8
0,0,0,0,1,1,0,0.677043139935
0,0,0,1,1,1,0,0.533759579062
0,0,1,1,1,1,0,0.506916834116
0,1,1,1,1,1,0.229434004426,0
0,1,0,0,0,1,0.505780655146,0.505780655146
1,0,0,0,0,0,0.858753865957,0.625198209286
1,1,0,0,0,0,0.606871840358,0.22182636857
1,1,1,0,0,0,0.537033554912,0
1,1,1,1,0,0,0.492622056603,0
1,1,1,1,1,0,0.833113694191,0.011897929668
1,1,1,1,1,1,0.712159779668,0
1,1,0,0,1,1,0.505780655146,0.505780655146
1,1,0,0,0,1,0.505780655146,0.505780655146
